EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,COMNAME_LIST,CAT_LIST,CLIZ_LIST,SYNO_LIST,PLAT_LIST,LISPA_LIST,TEXTR_LIST,FERR_LIST,TOXR_LIST,DRAR_LIST,HABI_LIST,LIFO_LIST,PHYS_LIST,PROSY_LIST,INTRI_LIST,ABITOL_LIST,ABISUS_LIST,PHOTO_LIST,PHOTO_DESC,TEXT_LIST,TEXT_DESC,DRA_LIST,DRA_DESC,SALR_LIST,SALR_DESC,FER_LIST,FER_DESC,TOX_LIST,TOX_DESC,DEPR_LIST,DEPR_DESC,IS_DROUGHT_TOLERANT,IS_DROUGHT_SUSCEPTIBLE,IS_FIRE_TOLERANT,IS_FIRE_SUSCEPTIBLE,IS_SALINE_TOLERANT,IS_SALINE_INTOLERANT,IS_MULTIPLE_PHOTO_PERIODS,SOIL_TEXTURE_FLEXIBILITY_SCORE,IS_SOIL_TEXTURE_TOLERANT,IS_HIGH_TEMPERATURE_TOLERANT,IS_LOW_TEMPERATURE_TOLERANT,GROWTH_CYCLE_DAYS,IS_FAST_CYCLE,PRECIP_RANGE_WIDTH,IS_WIDE_PRECIP_TOLERANCE,PH_RANGE_WIDTH,IS_PH_FLEXIBLE,TEMP_RANGE_WIDTH,IS_TEMP_FLEXIBLE,CLIZ_ZONE_COUNT,HAS_MULTIPLE_COMMON_NAMES,IS_SHALLOW_ROOTED,IS_SHORT_DAY,CLIMATE_ADAPT_SCORE,SOIL_ADAPT_SCORE,WATER_ADAPT_SCORE,ADAPTABILITY_SCORE,ADAPTABILITY_LABEL
10057,Stephegyne parvifolia,Korth,,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,20.0,35.0,5.0,47.0,1500.0,2500.0,900.0,3300.0,5.5,6.5,4.5,7.5,15.0,15.0,30.0,30.0,1300.0,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",moderate,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-5.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,210.0,270.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'tropical wet (ar)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],['short day'],['short day (<12 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,60.0,True,2400.0,True,3.0,True,42.0,True,0,False,False,False,0.8,0.6666666666666666,0.5,0.678,Moderate
10083,Stereospermum suaveolens,DC.,Magnoliopsida:Asteridae:Scrophulariales:Bignoniaceae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,24.0,32.0,5.0,47.0,1200.0,2500.0,750.0,3800.0,6.0,7.0,5.5,7.5,15.0,15.0,30.0,30.0,1300.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,240.0,300.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'tropical wet (ar)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],['well (dry spells)'],['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium', 'light']","['heavy', 'medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,60.0,True,3050.0,True,2.0,True,42.0,True,0,False,False,False,0.8,0.5555555555555555,0.5,0.639,Moderate
10086,Stipa barbata,Desf.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, environmental",,20.0,25.0,5.0,30.0,300.0,700.0,100.0,1100.0,7.0,7.5,6.5,8.5,30.0,30.0,45.0,45.0,4000.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",low,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,60.0,180.0,[],"['forage/pasture', 'environmental']","['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium', 'light']","['heavy', 'medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,120.0,False,1000.0,False,2.0,True,25.0,True,0,False,False,False,0.5666666666666667,0.5555555555555555,0.0,0.421,Low
10088,Stipa lagascae,Roem. & Schult,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, environmental",,20.0,25.0,5.0,30.0,400.0,500.0,200.0,700.0,7.0,7.5,6.5,8.5,30.0,30.0,45.0,45.0,2800.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),light,"heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,100.0,180.0,[],"['forage/pasture', 'environmental']","['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['short day'],['short day (<12 hours)'],['light'],['light'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,80.0,True,500.0,False,2.0,True,25.0,True,0,False,False,False,0.5666666666666667,0.5555555555555555,0.0,0.421,Low
10089,Stipa parviflora,Desf.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,prostrate/procumbent/semi-erect,perennial,multi stem,forage/pasture,,20.0,25.0,5.0,30.0,400.0,500.0,200.0,700.0,7.0,7.5,6.5,8.5,20.0,20.0,48.0,48.0,2600.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),light,"heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,100.0,180.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['prostrate/procumbent/semi-erect'],['grass'],['multi stem'],[],[],[],[],['short day'],['short day (<12 hours)'],['light'],['light'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,80.0,True,500.0,False,2.0,True,25.0,True,0,False,False,False,0.5666666666666667,0.5555555555555555,0.0,0.421,Low
10092,Stipa tenacissima,L.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,materials,,15.0,25.0,3.0,35.0,200.0,500.0,100.0,600.0,7.0,7.5,6.0,8.0,35.0,35.0,40.0,40.0,1200.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),light,light,moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-16.0,-1.0,short day (<12 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,60.0,120.0,[],['materials'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],[],['perennial'],['light'],['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['short day'],['short day (<12 hours)'],['light'],['light'],"['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,500.0,False,2.0,True,32.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
10104,Stripa baicalensis,Roshev,,,,grass,erect,perennial,multi stem,forage/pasture,,8.0,27.0,3.0,38.0,400.0,600.0,300.0,700.0,5.0,7.5,4.0,8.5,35.0,35.0,50.0,50.0,1500.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, organic","medium, organic",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),well (dry spells),-40.0,-5.0,long day (>14 hours),"steppe or semiarid (Bs), temperate continental (Dc)",,,,,90.0,180.0,[],['forage/pasture'],"['steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['medium', 'organic']",['moderate'],[],['well (dry spells)'],['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'organic']","['medium', 'organic']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,90.0,True,400.0,False,4.5,True,35.0,True,0,False,False,False,0.6,0.6666666666666666,0.0,0.473,Low
10105,Stripa breviflora,Griseb.,,,,grass,erect,perennial,multi stem,forage/pasture,,18.0,30.0,5.0,36.0,150.0,300.0,50.0,400.0,7.0,8.0,6.5,8.5,35.0,35.0,50.0,50.0,3400.0,very bright,clear skies,very bright,light shade,shallow (20-50 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-15.0,-1.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,30.0,120.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,90.0,True,350.0,False,2.0,True,31.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
10106,Stripa capillata,L.,,,,grass,erect,perennial,multi stem,forage/pasture,,18.0,26.0,5.0,40.0,200.0,400.0,90.0,500.0,7.0,8.0,6.5,8.5,35.0,35.0,50.0,50.0,3200.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-18.0,-5.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,30.0,180.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['heavy', 'medium', 'light', 'organic']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,150.0,False,410.0,False,2.0,True,35.0,True,0,False,False,False,0.8,0.5555555555555555,0.0,0.514,Low
10107,Stripa glareosa,Smirn.,,,,grass,erect,perennial,multi stem,forage/pasture,,12.0,30.0,5.0,36.0,150.0,400.0,50.0,500.0,6.5,7.5,6.0,8.0,35.0,35.0,50.0,50.0,5500.0,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-25.0,-5.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,30.0,180.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['medium', 'light']",['moderate'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,150.0,False,450.0,False,2.0,True,31.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
10108,Stripa gobica,Roshev.,,,,grass,erect,perennial,multi stem,forage/pasture,,12.0,22.0,5.0,30.0,150.0,300.0,50.0,350.0,6.5,7.5,6.0,8.0,35.0,35.0,50.0,50.0,2400.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-15.0,-2.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,30.0,120.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['heavy', 'medium', 'light']","['heavy', 'medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,90.0,True,300.0,False,2.0,True,25.0,True,0,False,False,False,0.5666666666666667,0.5555555555555555,0.0,0.421,Low
10109,Stripa grandis,Smirn.,,,,grass,erect,perennial,multi stem,forage/pasture,,17.0,28.0,5.0,38.0,200.0,600.0,100.0,700.0,6.5,8.0,6.0,8.5,35.0,35.0,50.0,50.0,2400.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, organic","medium, organic",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-15.0,-2.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,120.0,180.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['medium', 'organic']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'organic']","['medium', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,600.0,False,2.5,True,33.0,True,0,False,False,False,0.6,0.6111111111111112,0.0,0.454,Low
10110,Stripa Krylovii,Roshev.,,,,grass,erect,perennial,multi stem,forage/pasture,,8.0,15.0,3.0,36.0,300.0,400.0,200.0,500.0,7.0,8.0,6.5,8.5,35.0,35.0,50.0,50.0,3300.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-30.0,-5.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), temperate continental (Dc)",,,,,90.0,150.0,[],['forage/pasture'],"['desert or arid (bw)', 'steppe or semiarid (bs)', 'temperate continental (dc)']",[],[],['perennial'],"['heavy', 'medium', 'light', 'organic']",['moderate'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],[],[],[],[],['long day'],['long day (>14 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,300.0,False,2.0,True,33.0,True,0,False,False,False,0.6,0.5555555555555555,0.0,0.434,Low
10147,Stylosanthes guianensis var. intermedia,(Aublet) Sw.,Magnoliopsida:Rosidae:Fabales:Leguminosae,"Stylosanthes montevidensis Vog. var. intermedia Vog., Stylosanthes hippocampoides",Fine stem stylo,"herb, sub-shrub","erect, prostrate/procumbent/semi-erect",perennial,multi stem,"forage/pasture, cover crop, environmental","grown on large scale, grown on small scale",15.0,28.0,5.0,43.0,700.0,1500.0,600.0,2500.0,6.0,7.0,5.0,7.5,12.0,18.0,36.0,33.0,1200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",low,low,nan,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,short day (<12 hours),subtropical humid (Cf),"fire, drought, grazing/browsing, trampling, compete with companion crops",flooding,,large scale/commercial,150.0,210.0,['fine stem stylo'],"['forage/pasture', 'cover crop', 'environmental']",['subtropical humid (cf)'],"['stylosanthes montevidensis vog. var. intermedia vog.', 'stylosanthes hippocampoides']","['grown on large scale', 'grown on small scale']",['perennial'],"['medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']","['erect', 'prostrate/procumbent/semi-erect']","['herb', 'sub-shrub']",['multi stem'],['large scale/commercial'],[],"['fire', 'drought', 'grazing/browsing', 'trampling', 'compete with companion crops']",['flooding'],['short day'],['short day (<12 hours)'],"['medium', 'light']","['medium', 'light']","['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['low'],['low (<4 dS/m)'],['low'],['low'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,60.0,True,1900.0,True,2.5,True,38.0,True,0,False,False,False,0.8,0.6111111111111112,0.5,0.659,Moderate
10186,Syncarpia glomulifera,(Sm.),Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,,tree,erect,perennial,single stem,forest/wood,,18.0,28.0,8.0,36.0,1300.0,1700.0,1000.0,2000.0,5.5,6.5,5.0,7.0,16.0,16.0,36.0,36.0,900.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs)",,,,,180.0,240.0,[],['forest/wood'],"['tropical wet & dry (aw)', 'subtropical humid (cf)', 'subtropical dry summer (cs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],['tree'],['single stem'],[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']",['medium'],['medium'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,1000.0,False,2.0,True,28.0,True,0,False,False,False,0.5866666666666667,0.5555555555555555,0.0,0.429,Low
10274,Tamarix aphylla,(L.) Karst.,Magnoliopsida:Dilleniidae:Violales:Tamaricaceae,,"athel tree, dur tree, salt tree, tamargueira de folha pequena",tree,erect,perennial,"evergreen, single stem, C3 photosynthesis","forest/wood, environmental",grown on small scale,27.0,40.0,8.0,50.0,300.0,400.0,200.0,500.0,6.5,7.5,6.0,8.5,20.0,25.0,40.0,40.0,1400.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",low,low,nan,,low (<4 dS/m),high (>10 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)",drought,,,,120.0,180.0,"['athel tree', 'dur tree', 'salt tree', 'tamargueira de folha pequena']","['forest/wood', 'environmental']","['desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']",[],['grown on small scale'],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['tree'],"['evergreen', 'single stem', 'c3 photosynthesis']",[],[],['drought'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']","['well', 'excessive']","['well (dry spells)', 'excessive (dry/moderately dry)']",['high'],['high (>10 dS/m)'],['low'],['low'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,60.0,True,300.0,False,2.5,True,42.0,True,0,False,False,False,0.8,0.6111111111111112,0.0,0.534,Low
10458,Toona ciliata,M.J. Roem,Magnoliopsida:Rosidae:Sapindales:Meliaceae,"Toona australis (F. Muell.) Harms, Toona ciliata ssp. ciliata var. australis (F. Muell.) Bahadur, Toona ciliata var. australis (F. Muell.) C. DC., Toona microcarpa (C.DC.) Harms, Toona ternatensis (Miq.) Bahadur., Cedrela toona var. australis (F. Muell.) C. DC., Cedrela toona Roxb. ex Rottler and Willd.","mahanim, tun, tuni, taung-tama, taw thamgo, thit kador, Australian red cedar, Burma cedar, Indian cedar, moulmein cedar, Queensland red cedar, red cedar, toon, danupra, cedre rouge, lim, kukoru, malapoga, suren kapar, suren mal, chomcha, mai-yom-horm, ranggoh, surian limpaga, cedro, mala-vembu, santhana-vembu, thevetharem, yom-hom, l[as]t kh[es]t",tree,erect,perennial,"semi evergreen, deciduous, single stem","forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",harvested from wild,18.0,34.0,8.0,48.0,1100.0,3000.0,750.0,4500.0,5.5,6.5,4.5,7.5,17.0,15.0,25.0,30.0,1500.0,very bright,clear skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide, organic",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-3.0,0.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,fire,,,180.0,300.0,"['mahanim', 'tun', 'tuni', 'taung-tama', 'taw thamgo', 'thit kador', 'australian red cedar', 'burma cedar', 'indian cedar', 'moulmein cedar', 'queensland red cedar', 'red cedar', 'toon', 'danupra', 'cedre rouge', 'lim', 'kukoru', 'malapoga', 'suren kapar', 'suren mal', 'chomcha', 'mai-yom-horm', 'ranggoh', 'surian limpaga', 'cedro', 'mala-vembu', 'santhana-vembu', 'thevetharem', 'yom-hom', 'l[as]t kh[es]t']","['forage/pasture', 'vegetables', 'materials', 'ornamentals/turf', 'medicinals & aromatic', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)']","['toona australis (f. muell.) harms', 'toona ciliata ssp. ciliata var. australis (f. muell.) bahadur', 'toona ciliata var. australis (f. muell.) c. dc.', 'toona microcarpa (c.dc.) harms', 'toona ternatensis (miq.) bahadur.', 'cedrela toona var. australis (f. muell.) c. dc.', 'cedrela toona roxb. ex rottler and willd.']",['harvested from wild'],['perennial'],"['heavy', 'medium', 'light', 'wide', 'organic']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['semi evergreen', 'deciduous', 'single stem']",[],[],[],['fire'],['short day'],['short day (<12 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,120.0,False,3750.0,True,3.0,True,40.0,True,0,False,False,False,0.8,0.6666666666666666,0.5,0.678,Moderate
